player_id,given_name,family_name,list_tournaments,team_name,team_code,count_tournaments,team_count
P-00001,Harald,Schumacher,"1982, 1986",West Germany,DEU,2,1
P-00002,Ismail,Mohammed Sharif,1986,Iraq,IRQ,1,1
P-00003,not applicable,Otávio,2022,Portugal,PRT,1,1
P-00004,Julio César,Cortés,"1962, 1966, 1970",Uruguay,URY,3,1
P-00005,Guy,Vandersmissen,1982,Belgium,BEL,1,1
P-00007,Romildo,Etcheverry,1930,Paraguay,PRY,1,1
P-00008,Pedro,Cubilla,1962,Uruguay,URY,1,1
P-00009,Dennis,Aogo,2010,Germany,DEU,1,1
P-00010,Michel,De Wolf,"1986, 1990, 1994",Belgium,BEL,3,1
P-00011,Vladimir,Kesarev,1958,Soviet Union,SUN,1,1
P-00013,Vincenzo,Iaquinta,"2006, 2010",Italy,ITA,2,1
P-00014,Federico,Marchetti,2010,Italy,ITA,1,1
P-00015,Stefan,Skoumal,1938,Germany,DEU,1,1
P-00019,Felice,Soldini,1950,Switzerland,CHE,1,1
P-00021,Hans,Krankl,"1978, 1982",Austria,AUT,2,1
P-00022,Itzhak,Shum,1970,Israel,ISR,1,1
P-00023,Nicolás,Fuentes,1970,Peru,PER,1,1
P-00024,Dominique,Herr,1994,Switzerland,CHE,1,1
P-00025,Harry,Williams,1974,Australia,AUS,1,1
P-00026,Luís,Oliveira,1998,Belgium,BEL,1,1
P-00027,Vladica,Popović,"1958, 1962",Yugoslavia,YUG,2,1
P-00028,Daniel,Amartey,2022,Ghana,GHA,1,1
P-00029,Lucien,Muller,1966,France,FRA,1,1
P-00030,José,Montiel,2006,Paraguay,PRY,1,1
P-00032,Antonio,Rada,1962,Colombia,COL,1,1
P-00033,Tom,Florie,"1930, 1934",United States,USA,2,1
P-00034,Anis,Ayari,2006,Tunisia,TUN,1,1
P-00035,Daniel,Wass,2022,Denmark,DNK,1,1
P-00036,Spiros,Marangos,1994,Greece,GRC,1,1
P-00037,Víctor,Núñez,2006,Costa Rica,CRI,1,1
P-00038,Diego,Barreto,2010,Paraguay,PRY,1,1
P-00040,Kolo,Touré,"2006, 2010, 2014",Ivory Coast,CIV,3,1
P-00042,Suvarte,Soedarmadji,1938,Dutch East Indies,IDN,1,1
P-00043,Cristian,Gamboa,"2014, 2018",Costa Rica,CRI,2,1
P-00045,Ivan,Deyanov,1966,Bulgaria,BGR,1,1
P-00046,Nacer,Chadli,"2014, 2018",Belgium,BEL,2,1
P-00047,Karim,Saidi,2006,Tunisia,TUN,1,1
P-00049,Ray,Wilson,"1962, 1966",England,ENG,2,1
P-00050,not applicable,Dida,"1998, 2002, 2006",Brazil,BRA,3,1
P-00051,Adam,Taggart,2014,Australia,AUS,1,1
P-00053,Exequiel,Palacios,2022,Argentina,ARG,1,1
P-00054,not applicable,Saúl,2018,Spain,ESP,1,1
P-00056,Gusztáv,Juhász,1934,Romania,ROU,1,1
P-00057,Álvaro,Saborío,2006,Costa Rica,CRI,1,1
P-00058,Kick,Smit,"1934, 1938",Netherlands,NLD,2,1
P-00059,Antonio,de la Torre,1978,Mexico,MEX,1,1
P-00060,Claudio,Reyna,"1994, 1998, 2002, 2006",United States,USA,4,1
P-00061,Souleymanou,Hamidou,2010,Cameroon,CMR,1,1
P-00062,Yitzchak,Vissoker,1970,Israel,ISR,1,1
P-00064,João,Moutinho,"2014, 2018",Portugal,PRT,2,1
P-00065,Christophe,Ohrel,1994,Switzerland,CHE,1,1
P-00066,Pierre,Njanka,"1998, 2002",Cameroon,CMR,2,1
P-00067,Florian,Thauvin,2018,France,FRA,1,1
P-00068,not applicable,Índio,1954,Brazil,BRA,1,1
P-00070,Roberto,Frigerio,1962,Switzerland,CHE,1,1
P-00071,Feliciano,Rivilla,"1962, 1966",Spain,ESP,2,1
P-00072,Jonathan,Urretaviscaya,2018,Uruguay,URY,1,1
P-00073,Kepa,Arrizabalaga,2018,Spain,ESP,1,1
P-00074,Abdullah,Ercan,2002,Turkey,TUR,1,1
P-00075,Aaron,Ramsdale,2022,England,ENG,1,1
P-00076,Ivan,Zafirov,1974,Bulgaria,BGR,1,1
P-00077,Bo,Qu,2002,China,CHN,1,1
P-00078,Gyula,Rákosi,"1962, 1966",Hungary,HUN,2,1
P-00079,M'Baye,Niang,2018,Senegal,SEN,1,1
P-00080,Arne,Nyberg,1938,Sweden,SWE,1,1
P-00081,David,Silva,"2010, 2014, 2018",Spain,ESP,3,1
P-00082,Viorel,Moldovan,"1994, 1998",Romania,ROU,2,1
P-00083,Emmanuel,Sanon,1974,Haiti,HTI,1,1
P-00084,Thomas,Meunier,"2018, 2022",Belgium,BEL,2,1
P-00085,Yoichiro,Kakitani,2014,Japan,JPN,1,1
P-00086,Alberto,García Aspe,"1994, 1998, 2002",Mexico,MEX,3,1
P-00087,Joo-sung,Kim,"1986, 1990, 1994",South Korea,KOR,3,1
P-00088,De,Sordi,1958,Brazil,BRA,1,1
P-00090,Ignacio,González,2010,Uruguay,URY,1,1
P-00092,Clemente,Rodríguez,2010,Argentina,ARG,1,1
P-00094,not applicable,Barbosa,1950,Brazil,BRA,1,1
P-00095,Christian,Fassnacht,2022,Switzerland,CHE,1,1
P-00096,Vladimir,Kaplichny,1970,Soviet Union,SUN,1,1
P-00098,David,Harvey,1974,Scotland,SCO,1,1
P-00099,Mutiu,Adepoju,"1994, 1998, 2002",Nigeria,NGA,3,1
P-00100,Mustafa,Merry,1986,Morocco,MAR,1,1
P-00101,Fernando,Couto,2002,Portugal,PRT,1,1
P-00102,Augusto,Inácio,1986,Portugal,PRT,1,1
P-00103,Serge,Ducosté,1974,Haiti,HTI,1,1
P-00104,Oscar,Ruggeri,"1986, 1990, 1994",Argentina,ARG,3,1
P-00105,Omero,Tognon,"1950, 1954",Italy,ITA,2,1
P-00106,Hossein,Faraki,1978,Iran,IRN,1,1
P-00107,Bartosz,Białkowski,2018,Poland,POL,1,1
P-00108,Miloš,Šestić,1982,Yugoslavia,YUG,1,1
P-00109,Chang-sun,Park,1986,South Korea,KOR,1,1
P-00111,Tommy,Cassidy,1982,Northern Ireland,NIR,1,1
P-00112,František,Štambachr,1982,Czechoslovakia,CSK,1,1
P-00113,Chris,Morris,1990,Republic of Ireland,IRL,1,1
P-00114,David,Jarolím,2006,Czech Republic,CZE,1,1
P-00115,George,Borba,1970,Israel,ISR,1,1
P-00116,Anton,Malatinský,1954,Czechoslovakia,CSK,1,1
P-00117,Berti,Vogts,"1970, 1974, 1978",West Germany,DEU,3,1
P-00118,Gerónimo,Rulli,2022,Argentina,ARG,1,1
P-00119,John,van 't Schip,1990,Netherlands,NLD,1,1
P-00120,Ricardo,Zamora,1934,Spain,ESP,1,1
P-00121,Franz,Wohlfahrt,1998,Austria,AUT,1,1
P-00122,Mateja,Kežman,2006,Serbia and Montenegro,SCG,1,1
P-00124,Luis Antonio,Valdéz,1994,Mexico,MEX,1,1
P-00125,Javad,Allahverdi,1978,Iran,IRN,1,1
P-00126,Ermindo,Onega,1966,Argentina,ARG,1,1
P-00127,Jaime,Duarte,"1978, 1982",Peru,PER,2,1
P-00128,Julio César,Jiménez,1974,Uruguay,URY,1,1
P-00129,Naoki,Matsuda,2002,Japan,JPN,1,1
P-00130,Ruslan,Pimenov,2002,Russia,RUS,1,1
P-00131,not applicable,Ronaldão,1994,Brazil,BRA,1,1
P-00132,Gabriel,Alonso,1950,Spain,ESP,1,1
P-00133,Antoine,Semenyo,2022,Ghana,GHA,1,1
P-00134,Randall,Brenes,2014,Costa Rica,CRI,1,1
P-00135,Boualem,Khoukhi,2022,Qatar,QAT,1,1
P-00136,René,Llense,"1934, 1938",France,FRA,2,1
P-00137,João,Morais,1966,Portugal,PRT,1,1
P-00138,Kostas,Mitroglou,2014,Greece,GRC,1,1
P-00139,Lajos,Détári,1986,Hungary,HUN,1,1
P-00140,Jorge,Manicera,1966,Uruguay,URY,1,1
P-00142,Salvatore,Sirigu,2014,Italy,ITA,1,1
P-00146,Günter,Netzer,1974,West Germany,DEU,1,1
P-00147,Owen,Hargreaves,"2002, 2006",England,ENG,2,1
P-00148,Derek,Kevan,"1958, 1962",England,ENG,2,1
P-00149,Simon,Elliott,2010,New Zealand,NZL,1,1
P-00150,Teófilo,Gutiérrez,2014,Colombia,COL,1,1
P-00151,Thomas,Helveg,"1998, 2002",Denmark,DNK,2,1
P-00152,Kazimír,Gajdoš,"1954, 1958",Czechoslovakia,CSK,2,1
P-00153,Eugen,Corrodi,1950,Switzerland,CHE,1,1
P-00154,Abdul,Manaf Nurudeen,2022,Ghana,GHA,1,1
P-00155,Leif,Engqvist,1990,Sweden,SWE,1,1
P-00156,Loukas,Vyntra,"2010, 2014",Greece,GRC,2,1
P-00157,Tommy,Wright,1970,England,ENG,1,1
P-00158,Thomas,Sørensen,"2002, 2010",Denmark,DNK,2,1
P-00159,Luis,Vargas Peña,1930,Paraguay,PRY,1,1
P-00160,Philippe,Vande Walle,1998,Belgium,BEL,1,1
P-00161,John,Robertson,"1978, 1982",Scotland,SCO,2,1
P-00162,Bertrand,Crasson,1998,Belgium,BEL,1,1
P-00163,Edin,Višća,2014,Bosnia and Herzegovina,BIH,1,1
P-00164,Renato,Sáinz,1930,Bolivia,BOL,1,1
P-00165,Robbie,Earle,1998,Jamaica,JAM,1,1
P-00166,Gösta,Löfgren,1958,Sweden,SWE,1,1
P-00167,John,Byrne,1990,Republic of Ireland,IRL,1,1
P-00168,not applicable,Marcos,2002,Brazil,BRA,1,1
P-00169,Naeem,Saad,1982,Kuwait,KWT,1,1
P-00170,İlhan,Mansız,2002,Turkey,TUR,1,1
P-00171,Nikola,Stipić,1962,Yugoslavia,YUG,1,1
P-00172,Pierre,van Hooijdonk,1998,Netherlands,NLD,1,1
P-00173,Crisant,Bosch,1934,Spain,ESP,1,1
P-00174,Helmut,Rahn,"1954, 1958",West Germany,DEU,2,1
P-00175,Marko,Livaja,2022,Croatia,HRV,1,1
P-00176,Iuliu,Bodola,"1934, 1938",Romania,ROU,2,1
P-00178,Benedicto,Godoy Véizaga,1950,Bolivia,BOL,1,1
P-00179,Birkir Már,Sævarsson,2018,Iceland,ISL,1,1
P-00180,Artur,Boruc,2006,Poland,POL,1,1
P-00181,Łukasz,Fabiański,"2006, 2018",Poland,POL,2,1
P-00182,Darío,Rodríguez,2002,Uruguay,URY,1,1
P-00183,Darío,Segovia,1958,Paraguay,PRY,1,1
P-00184,Kosuke,Nakamura,2018,Japan,JPN,1,1
P-00185,Oscar,Calics,1966,Argentina,ARG,1,1
P-00187,Philippe,Mahut,1982,France,FRA,1,1
P-00188,Luis Gabelo,Conejo,1990,Costa Rica,CRI,1,1
P-00189,Mauricio,Wright,2002,Costa Rica,CRI,1,1
P-00190,Lajos,Korányi,1938,Hungary,HUN,1,1
P-00191,Klaus,Lindenberger,"1982, 1990",Austria,AUT,2,1
P-00192,Daniele,De Rossi,"2006, 2010, 2014",Italy,ITA,3,1
P-00193,Keith,Newton,1970,England,ENG,1,1
P-00194,János,Mencel,1962,Hungary,HUN,1,1
P-00195,Karl,Allgöwer,1986,West Germany,DEU,1,1
P-00196,Cristian,Romero,2022,Argentina,ARG,1,1
P-00197,Manuel,Jiménez,1982,Spain,ESP,1,1
P-00198,Seung-gyu,Kim,"2014, 2018, 2022",South Korea,KOR,3,1
P-00200,Bobby,Campbell,1982,Northern Ireland,NIR,1,1
P-00201,Gregory,van der Wiel,2010,Netherlands,NLD,1,1
P-00202,not applicable,Nacho,2018,Spain,ESP,1,1
P-00203,Roger,Vonlanthen,"1954, 1962",Switzerland,CHE,2,1
P-00204,Sergio,Agüero,"2010, 2014, 2018",Argentina,ARG,3,1
P-00205,Rúben,Neves,2022,Portugal,PRT,1,1
P-00206,Ľubomír,Moravčík,1990,Czechoslovakia,CSK,1,1
P-00207,Ronald,de Boer,"1994, 1998",Netherlands,NLD,2,1
P-00209,Eduardo,Reyes Ortiz,1930,Bolivia,BOL,1,1
P-00210,Yordan,Letchkov,1994,Bulgaria,BGR,1,1
P-00211,Asamoah,Gyan,"2006, 2010, 2014",Ghana,GHA,3,1
P-00212,Marcel,Capelle,1930,France,FRA,1,1
P-00213,Panagiotis,Tachtsidis,2014,Greece,GRC,1,1
P-00214,Pavel,Chaloupka,1982,Czechoslovakia,CSK,1,1
P-00215,Jérémy,Doku,2022,Belgium,BEL,1,1
P-00216,Renato,Zaccarelli,1978,Italy,ITA,1,1
P-00217,Zoubeir,Baya,"1998, 2002",Tunisia,TUN,2,1
P-00218,John,Bosman,1994,Netherlands,NLD,1,1
P-00219,Gaizka,Mendieta,2002,Spain,ESP,1,1
P-00220,Roberto,Mosquera,1978,Peru,PER,1,1
P-00221,Vasilije,Šijaković,"1958, 1962",Yugoslavia,YUG,2,1
P-00222,Guillermo,Mendizábal,1978,Mexico,MEX,1,1
P-00223,Mario,Monge,1970,El Salvador,SLV,1,1
P-00224,Luigi,Radice,1962,Italy,ITA,1,1
P-00225,Bill,Nicholson,1950,England,ENG,1,1
P-00226,Fritz,Kehl,1962,Switzerland,CHE,1,1
P-00227,Benjamin,Huggel,2010,Switzerland,CHE,1,1
P-00228,Rafael,van der Vaart,"2006, 2010",Netherlands,NLD,2,1
P-00229,Alain,Sutter,1994,Switzerland,CHE,1,1
P-00230,Marc,Planus,2010,France,FRA,1,1
P-00231,Crescencio,Gutiérrez,1958,Mexico,MEX,1,1
P-00232,John,Aloisi,2006,Australia,AUS,1,1
P-00234,not applicable,Ró-Ró,2022,Qatar,QAT,1,1
P-00238,István,Palotás,1934,Hungary,HUN,1,1
P-00239,Joël,Epalle,2002,Cameroon,CMR,1,1
P-00240,Wesley,Sneijder,"2006, 2010, 2014",Netherlands,NLD,3,1
P-00241,Rubén Toribio,Díaz,"1978, 1982",Peru,PER,2,1
P-00242,Yousuf,Hussain,1990,United Arab Emirates,ARE,1,1
P-00243,Gökhan,Inler,"2010, 2014",Switzerland,CHE,2,1
P-00244,Fulvio,Nesti,1954,Italy,ITA,1,1
P-00245,Hedwiges,Maduro,2006,Netherlands,NLD,1,1
P-00249,Fabian,Johnson,2014,United States,USA,1,1
P-00250,Selim,Benachour,2002,Tunisia,TUN,1,1
P-00251,David,Norman,1986,Canada,CAN,1,1
P-00254,Antonio,Jasso,1962,Mexico,MEX,1,1
P-00256,Peter,Palúch,1990,Czechoslovakia,CSK,1,1
P-00257,Alexis,Chantraine,1930,Belgium,BEL,1,1
P-00258,Rabiu,Afolabi,"2002, 2010",Nigeria,NGA,2,1
P-00259,József,Tóth,1954,Hungary,HUN,1,1
P-00260,Nicolas,Dewalque,1970,Belgium,BEL,1,1
P-00261,Manuel,Jiménez,1990,Spain,ESP,1,1
P-00262,Hans,Schäfer,"1954, 1958, 1962",West Germany,DEU,3,1
P-00263,Alan,Kelly,"1994, 2002",Republic of Ireland,IRL,2,1
P-00264,Imre,Kovács,1954,Hungary,HUN,1,1
P-00266,James,Pantemis,2022,Canada,CAN,1,1
P-00267,Adel,Abdel Rahman,1990,Egypt,EGY,1,1
P-00268,Andrey,Pyatnitsky,1994,Russia,RUS,1,1
P-00269,Allan,Maher,1974,Australia,AUS,1,1
P-00270,not applicable,Tinoco,1934,Brazil,BRA,1,1
P-00271,Juan Sebastián,Verón,"1998, 2002, 2010",Argentina,ARG,3,1
P-00274,Bartosz,Bosacki,2006,Poland,POL,1,1
P-00275,Morgan,De Sanctis,2010,Italy,ITA,1,1
P-00276,Javier,González,1970,Peru,PER,1,1
P-00277,Eun-sung,Choi,2002,South Korea,KOR,1,1
P-00278,Humberto,Suazo,2010,Chile,CHL,1,1
P-00279,not applicable,Alcindo,1966,Brazil,BRA,1,1
P-00280,Marcel,Langiller,1930,France,FRA,1,1
P-00281,Plácido,Galindo,1930,Peru,PER,1,1
P-00282,not applicable,Quim,2006,Portugal,PRT,1,1
P-00283,Felipe,Caicedo,2014,Ecuador,ECU,1,1
P-00284,Mark,Fish,1998,South Africa,ZAF,1,1
P-00287,Juan,Botasso,1930,Argentina,ARG,1,1
P-00288,Luis,Advíncula,2018,Peru,PER,1,1
P-00289,Nery,Pumpido,"1982, 1986, 1990",Argentina,ARG,3,1
P-00290,Fahad,Abdulrahman,1990,United Arab Emirates,ARE,1,1
P-00291,Se-bok,An,1966,North Korea,PRK,1,1
P-00292,Kibonge,Mafu,1974,Zaire,COD,1,1
P-00293,Mohamed,Abdel Shafy,2018,Egypt,EGY,1,1
P-00294,Enzo,Francescoli,"1986, 1990",Uruguay,URY,2,1
P-00295,Juan,Hohberg,1954,Uruguay,URY,1,1
P-00296,not applicable,Benedicto,1930,Brazil,BRA,1,1
P-00298,José,Ribeiro,1986,Portugal,PRT,1,1
P-00300,George,Koumantarakis,2002,South Africa,ZAF,1,1
P-00303,Roland,Andersson,1978,Sweden,SWE,1,1
P-00304,Gordon,Schildenfeld,2014,Croatia,HRV,1,1
P-00305,Sebastián,Abreu,"2002, 2010",Uruguay,URY,2,1
P-00306,Tarek,Salman,2022,Qatar,QAT,1,1
P-00308,Mario,Mandžukić,"2014, 2018",Croatia,HRV,2,1
P-00309,Tomás,Balcázar,1954,Mexico,MEX,1,1
P-00310,Jozef,Bomba,1962,Czechoslovakia,CSK,1,1
P-00311,Erik,Jendrišek,2010,Slovakia,SVK,1,1
P-00312,Dario,Šimić,"1998, 2002, 2006",Croatia,HRV,3,1
P-00313,Boubacar,Barry,"2006, 2010, 2014",Ivory Coast,CIV,3,1
P-00315,Nicky,Butt,2002,England,ENG,1,1
P-00316,Marcial,Avalos,1950,Paraguay,PRY,1,1
P-00317,Luis,López,2014,Honduras,HND,1,1
P-00318,Ángel,Cabrera,1962,Uruguay,URY,1,1
P-00319,Aldo,Bobadilla,"2006, 2010",Paraguay,PRY,2,1
P-00320,Hasan,Şaş,2002,Turkey,TUR,1,1
P-00321,Pathé,Ciss,2022,Senegal,SEN,1,1
P-00322,Marián,Masný,1982,Czechoslovakia,CSK,1,1
P-00323,Ali,Abdi,2022,Tunisia,TUN,1,1
P-00324,Gary,Lineker,"1986, 1990",England,ENG,2,1
P-00325,Igor,Dobrovolski,1990,Soviet Union,SUN,1,1
P-00327,Thanasis,Kolitsidakis,1994,Greece,GRC,1,1
P-00328,Kenneth,Taylor,2022,Netherlands,NLD,1,1
P-00329,Basil,Gorgis,1986,Iraq,IRQ,1,1
P-00330,Robert,Sánchez,2022,Spain,ESP,1,1
P-00331,Lido,Vieri,1970,Italy,ITA,1,1
P-00334,Mix,Diskerud,2014,United States,USA,1,1
P-00335,Ejike,Uzoenyi,2014,Nigeria,NGA,1,1
P-00337,Harry,Lundahl,1934,Sweden,SWE,1,1
P-00338,Eugenio,Mena,2014,Chile,CHL,1,1
P-00339,Maurice,Martens,1970,Belgium,BEL,1,1
P-00340,Wataru,Endo,"2018, 2022",Japan,JPN,2,1
P-00341,José,Giménez,"2014, 2018, 2022",Uruguay,URY,3,1
P-00342,Gélson,Fernandes,"2010, 2014, 2018",Switzerland,CHE,3,1
P-00343,Bogdan,Stelea,"1990, 1994, 1998",Romania,ROU,3,1
P-00344,Luka,Jović,"2018, 2022",Serbia,SRB,2,1
P-00345,David,Mathers,1954,Scotland,SCO,1,1
P-00346,Abdullah,Musa,1990,United Arab Emirates,ARE,1,1
P-00347,László,Fazekas,"1978, 1982",Hungary,HUN,2,1
P-00348,Albert,Heremans,1934,Belgium,BEL,1,1
P-00349,Hamadi,Agrebi,1978,Tunisia,TUN,1,1
P-00350,Vintilă,Cossini,1938,Romania,ROU,1,1
P-00351,Klaus,Allofs,1986,West Germany,DEU,1,1
P-00352,Julio César,Britos,1950,Uruguay,URY,1,1
P-00353,Scott,Booth,1998,Scotland,SCO,1,1
P-00354,Rahman,Rezaei,2006,Iran,IRN,1,1
P-00355,Dale,Mitchell,1986,Canada,CAN,1,1
P-00356,Iacob,Felecan,1938,Romania,ROU,1,1
P-00357,Carlos,Caballero,1982,Honduras,HND,1,1
P-00358,Néjib,Limam,1978,Tunisia,TUN,1,1
P-00359,Yacine,Bentalaa,1982,Algeria,DZA,1,1
P-00360,Dejan,Govedarica,1998,Yugoslavia,YUG,1,1
P-00361,Fernando,Meira,2006,Portugal,PRT,1,1
P-00362,not applicable,Tiago,"2006, 2010",Portugal,PRT,2,1
P-00363,Abderrahim,Ouakili,1998,Morocco,MAR,1,1
P-00365,Pablo,Larios,1986,Mexico,MEX,1,1
P-00366,Jong-woo,Park,2014,South Korea,KOR,1,1
P-00369,Ronald,Worm,1978,West Germany,DEU,1,1
P-00370,Simon,Gopane,1998,South Africa,ZAF,1,1
P-00371,Bong-zin,Han,1966,North Korea,PRK,1,1
P-00372,Mick,McCarthy,1990,Republic of Ireland,IRL,1,1
P-00374,Marcel,Mauron,1954,Switzerland,CHE,1,1
P-00375,Néstor,Lorenzo,1990,Argentina,ARG,1,1
P-00376,Harry,Kane,"2018, 2022",England,ENG,2,1
P-00378,György,Bognár,1986,Hungary,HUN,1,1
P-00380,Karl-Heinz,Schnellinger,"1958, 1962, 1966, 1970",West Germany,DEU,4,1
P-00381,Knut,Hansson,1938,Sweden,SWE,1,1
P-00382,Kang-hee,Choi,1990,South Korea,KOR,1,1
P-00383,Kenny,Cunningham,2002,Republic of Ireland,IRL,1,1
P-00384,Ferenc,Bene,1966,Hungary,HUN,1,1
P-00385,John,Stollmeyer,1990,United States,USA,1,1
P-00386,not applicable,Joaquín,"2002, 2006",Spain,ESP,2,1
P-00387,Alex,Stepney,1970,England,ENG,1,1
P-00389,Itumeleng,Khune,2010,South Africa,ZAF,1,1
P-00390,Hossein,Kazerani,1978,Iran,IRN,1,1
P-00391,Sung-yong,Choi,"1998, 2002",South Korea,KOR,2,1
P-00392,Aldo,Campatelli,1950,Italy,ITA,1,1
P-00393,Abdelfettah,Rhiati,1986,Morocco,MAR,1,1
P-00395,Philippe,Clement,1998,Belgium,BEL,1,1
P-00396,Carlos,Morales,1998,Paraguay,PRY,1,1
P-00397,Joël,Matip,"2010, 2014",Cameroon,CMR,2,1
P-00398,Bobby,Smith,1958,England,ENG,1,1
P-00399,Rafael,Ávalos,1954,Mexico,MEX,1,1
P-00401,Eduard,Krieger,1978,Austria,AUT,1,1
P-00402,František,Jakubec,1982,Czechoslovakia,CSK,1,1
P-00403,Ruud,Gullit,1990,Netherlands,NLD,1,1
P-00404,Alfred,Eisenbeisser,1930,Romania,ROU,1,1
P-00405,Horacio,Troche,"1962, 1966",Uruguay,URY,2,1
P-00406,Ed,McIlvenny,1950,United States,USA,1,1
P-00407,Robert,Sadowski,1938,Romania,ROU,1,1
P-00409,Ayman,Ashraf,2018,Egypt,EGY,1,1
P-00410,Oscar,Wirth,1982,Chile,CHL,1,1
P-00412,Piet,Wildschut,1978,Netherlands,NLD,1,1
P-00413,Piotr,Skrobowski,1982,Poland,POL,1,1
P-00414,Predrag,Mijatović,1998,Yugoslavia,YUG,1,1
P-00415,Ahmed,Elmohamady,2018,Egypt,EGY,1,1
P-00416,Martin,Brunner,1994,Switzerland,CHE,1,1
P-00418,Wolfgang,Fahrian,1962,West Germany,DEU,1,1
P-00419,Mario,Bergara,1962,Uruguay,URY,1,1
P-00420,László,Disztl,1986,Hungary,HUN,1,1
P-00421,Tony,Cascarino,"1990, 1994",Republic of Ireland,IRL,2,1
P-00422,José Luis,Borbolla,1950,Mexico,MEX,1,1
P-00423,Jair,Marinho,1962,Brazil,BRA,1,1
P-00424,Juan,Argote,1930,Bolivia,BOL,1,1
P-00425,Marcos,Acuña,"2018, 2022",Argentina,ARG,2,1
P-00426,Stephen,Adams,2014,Ghana,GHA,1,1
P-00427,Motohiro,Yamaguchi,1998,Japan,JPN,1,1
P-00428,Lovro,Majer,2022,Croatia,HRV,1,1
P-00429,Jan,van Diepenbeek,1934,Netherlands,NLD,1,1
P-00430,Juan,Aguilera,1930,Chile,CHL,1,1
P-00431,Mauro,Silva,1994,Brazil,BRA,1,1
P-00432,Sergey,Andreyev,1982,Soviet Union,SUN,1,1
P-00433,not applicable,Amaral,1978,Brazil,BRA,1,1
P-00434,Eliaquim,Mangala,2014,France,FRA,1,1
P-00435,Milad,Mohammadi,"2018, 2022",Iran,IRN,2,1
P-00436,Matthew,Smith,2022,Wales,WAL,1,1
P-00437,Oscar,Rossi,1962,Argentina,ARG,1,1
P-00438,Fredy,Guarín,2014,Colombia,COL,1,1
P-00439,Carlos,Llamosa,2002,United States,USA,1,1
P-00440,Tibor,Rab,"1978, 1982",Hungary,HUN,2,1
P-00441,Yuto,Nagatomo,"2010, 2014, 2018, 2022",Japan,JPN,4,1
P-00442,Oswaldo,Ibarra,2002,Ecuador,ECU,1,1
P-00443,Stefan,Rehn,1994,Sweden,SWE,1,1
P-00445,Mauk,Weber,"1934, 1938",Netherlands,NLD,2,1
P-00447,Andrew,Redmayne,2022,Australia,AUS,1,1
P-00448,Frank,Wels,"1934, 1938",Netherlands,NLD,2,1
P-00449,Paul,Aguilar,"2010, 2014",Mexico,MEX,2,1
P-00451,Abdelmajid,Dolmy,1986,Morocco,MAR,1,1
P-00452,Manuel,Nájera,1978,Mexico,MEX,1,1
P-00453,Jesús,del Muro,"1958, 1962, 1966",Mexico,MEX,3,1
P-00455,not applicable,Adelardo,"1962, 1966",Spain,ESP,2,1
P-00456,Zdeněk,Procházka,1954,Czechoslovakia,CSK,1,1
P-00457,Tony,Woodcock,1982,England,ENG,1,1
P-00460,Rodion,Cămătaru,1990,Romania,ROU,1,1
P-00461,El Hadji,Diouf,2002,Senegal,SEN,1,1
P-00462,Mohammed,Kudus,2022,Ghana,GHA,1,1
P-00463,Paulo,Dybala,"2018, 2022",Argentina,ARG,2,1
P-00464,Włodzimierz,Lubański,1978,Poland,POL,1,1
P-00465,Harry,Hooper,1954,England,ENG,1,1
P-00466,Jung-moo,Huh,1986,South Korea,KOR,1,1
P-00467,Ali Thani,Jumaa,1990,United Arab Emirates,ARE,1,1
P-00468,not applicable,Flávio,2006,Angola,AGO,1,1
P-00469,Pan-keun,Kim,1994,South Korea,KOR,1,1
P-00470,Eric,Dier,"2018, 2022",England,ENG,2,1
P-00471,Aristide,Guarneri,1966,Italy,ITA,1,1
P-00472,Derek,Dougan,1958,Northern Ireland,NIR,1,1
P-00474,Todor,Veselinović,"1954, 1958",Yugoslavia,YUG,2,1
P-00475,Ferdinand,Adams,1930,Belgium,BEL,1,1
P-00476,Tom,Lynch,1934,United States,USA,1,1
P-00477,Hiroshi,Nanami,1998,Japan,JPN,1,1
P-00479,Otakar,Nožíř,1938,Czechoslovakia,CSK,1,1
P-00480,Gerard,Wodarz,1938,Poland,POL,1,1
P-00481,Stefan,Effenberg,1994,Germany,DEU,1,1
P-00482,Medhi,Benatia,2018,Morocco,MAR,1,1
P-00484,Aleksandr,Bubnov,1986,Soviet Union,SUN,1,1
P-00485,Nouhou,Tolo,2022,Cameroon,CMR,1,1
P-00487,Ernesto,Belis,1934,Argentina,ARG,1,1
P-00488,Reuben,Gabriel,2014,Nigeria,NGA,1,1
P-00489,Geovanny,Jara,1990,Costa Rica,CRI,1,1
P-00490,Juan Camilo,Zúñiga,2014,Colombia,COL,1,1
P-00491,Ingvar,Rydell,1950,Sweden,SWE,1,1
P-00492,Jean-Pierre,Fiala,1994,Cameroon,CMR,1,1
P-00493,Zvonko,Živković,1982,Yugoslavia,YUG,1,1
P-00494,Mark,Schwarzer,"2006, 2010",Australia,AUS,2,1
P-00495,Francisco,Jara,1966,Mexico,MEX,1,1
P-00496,Stéphane,van der Heyden,1994,Belgium,BEL,1,1
P-00497,Andriy,Husin,2006,Ukraine,UKR,1,1
P-00500,Bobby,Convey,2006,United States,USA,1,1
P-00502,Lakhdar,Belloumi,"1982, 1986",Algeria,DZA,2,1
P-00503,Åke,Andersson,1938,Sweden,SWE,1,1
P-00504,Mirosław,Szymkowiak,2006,Poland,POL,1,1
