player_id,given_name,family_name,count_tournaments,list_tournaments,team_name,team_code,team_count
P-03255,Jamie,Maclaren,2,"2018, 2022",Australia,AUS,1
P-08925,Murdo,MacLeod,1,1990,Scotland,SCO,1
P-08328,Henryk,Maculewicz,1,1978,Poland,POL,1
P-02324,Mehrzad,Madanchi,1,2006,Iran,IRN,1
P-01247,James,Maddison,1,2022,England,ENG,1
P-02300,Edward,Madejski,1,1938,Poland,POL,1
P-06629,Assim,Madibo,1,2022,Qatar,QAT,1
P-03586,Rabah,Madjer,2,"1982, 1986",Algeria,DZA,1
P-03586,Rabah,Madjer,2,"1982, 1986",Algeria,DZA,1
P-05315,Peter,Madsen,1,2002,Denmark,DNK,1
P-07175,Abdullah,Madu,1,2022,Saudi Arabia,SAU,1
P-00245,Hedwiges,Maduro,1,2006,Netherlands,NLD,1
P-06117,Daizen,Maeda,1,2022,Japan,JPN,1
P-05161,Joakim,Mæhle,1,2022,Denmark,DNK,1
P-08593,Robert,Maertens,1,1954,Belgium,BEL,1
P-00292,Kibonge,Mafu,1,1974,Zaire,COD,1
P-09071,Mavuba,Mafuila,1,1974,Zaire,COD,1
P-06450,Jaime,Magalhães,1,1986,Portugal,PRT,1
P-03782,Federico,Magallanes,1,2002,Uruguay,URY,1
P-03952,Jonny,Magallón,1,2010,Mexico,MEX,1
P-09407,Raúl,Magaña,1,1970,El Salvador,SLV,1
P-08526,Felix,Magath,2,"1982, 1986",West Germany,DEU,1
P-08526,Felix,Magath,2,"1982, 1986",West Germany,DEU,1
P-01112,Christian,Maggio,1,2010,Italy,ITA,1
P-00623,Augusto,Magli,1,1950,Italy,ITA,1
P-07205,Ludovic,Magnin,2,"2006, 2010",Switzerland,CHE,1
P-07205,Ludovic,Magnin,2,"2006, 2010",Switzerland,CHE,1
P-04739,Ardico,Magnini,1,1954,Italy,ITA,1
P-02500,Benno,Magnusson,1,1974,Sweden,SWE,1
P-07593,Mats,Magnusson,1,1990,Sweden,SWE,1
P-09870,Hörður Björgvin,Magnússon,1,2018,Iceland,ISL,1
P-01799,José,Magriñá,1,1938,Cuba,CUB,1
P-09577,Harry,Maguire,2,"2018, 2022",England,ENG,1
P-09577,Harry,Maguire,2,"2018, 2022",England,ENG,1
P-03503,Mehdi,Mahdavikia,2,"1998, 2006",Iran,IRN,1
P-03503,Mehdi,Mahdavikia,2,"1998, 2006",Iran,IRN,1
P-00269,Allan,Maher,1,1974,Australia,AUS,1
P-05372,Hossein,Mahini,1,2014,Iran,IRN,1
P-08057,Abderrahmane,Mahjoub,1,1954,France,FRA,1
P-02481,Roman,Mählich,1,1998,Austria,AUT,1
P-07057,Labib,Mahmoud,1,1934,Egypt,EGY,1
P-01361,Shaker,Mahmoud,1,1986,Iraq,IRQ,1
P-08761,Marcel,Mahouvé,1,1998,Cameroon,CMR,1
P-08038,Riyad,Mahrez,1,2014,Algeria,DZA,1
P-07882,Mohammed,Mahroufi,1,1970,Morocco,MAR,1
P-00187,Philippe,Mahut,1,1982,France,FRA,1
P-06424,Karl,Mai,1,1954,West Germany,DEU,1
P-04451,not applicable,Maicon,2,"2010, 2014",Brazil,BRA,1
P-04451,not applicable,Maicon,2,"2010, 2014",Brazil,BRA,1
P-00848,Luis,Maidana,1,1962,Uruguay,URY,1
P-07375,Sepp,Maier,4,"1966, 1970, 1974, 1978",West Germany,DEU,1
P-07375,Sepp,Maier,4,"1966, 1970, 1974, 1978",West Germany,DEU,1
P-07375,Sepp,Maier,4,"1966, 1970, 1974, 1978",West Germany,DEU,1
P-07375,Sepp,Maier,4,"1966, 1970, 1974, 1978",West Germany,DEU,1
P-05193,Alaa,Maihoub,1,1990,Egypt,EGY,1
P-06362,Jacques,Mairesse,1,1934,France,FRA,1
P-05320,Brian,Maisonneuve,1,1998,United States,USA,1
P-01956,Hamid,Majd Teymouri,1,1978,Iran,IRN,1
P-06536,Radosław,Majdan,1,2002,Poland,POL,1
P-01045,Josef,Majer,1,1954,Czechoslovakia,CSK,1
P-00428,Lovro,Majer,1,2022,Croatia,HRV,1
P-09319,Stefan,Majewski,2,"1982, 1986",Poland,POL,1
P-09319,Stefan,Majewski,2,"1982, 1986",Poland,POL,1
P-03311,Cyrille,Makanaky,1,1990,Cameroon,CMR,1
P-06696,Claude,Makélélé,2,"2002, 2006",France,FRA,1
P-06696,Claude,Makélélé,2,"2002, 2006",France,FRA,1
P-03473,Seiichiro,Maki,1,2006,Japan,JPN,1
P-03751,Tomoaki,Makino,1,2018,Japan,JPN,1
P-09438,Jean,Makoun,2,"2010, 2014",Cameroon,CMR,1
P-09438,Jean,Makoun,2,"2010, 2014",Cameroon,CMR,1
P-05565,Nemanja,Maksimović,1,2022,Serbia,SRB,1
P-06686,Mayanga,Maku,1,1974,Zaire,COD,1
P-07028,Tyrell,Malacia,1,2022,Netherlands,NLD,1
P-05263,Eduardo,Malásquez,1,1982,Peru,PER,1
P-00116,Anton,Malatinský,1,1954,Czechoslovakia,CSK,1
P-09099,Leif,Målberg,1,1970,Sweden,SWE,1
P-05046,Stephen,Malcolm,1,1998,Jamaica,JAM,1
P-04101,Sam,Malcolmson,1,1982,New Zealand,NZL,1
P-07281,Aldo,Maldera,1,1978,Italy,ITA,1
P-01737,Cesare,Maldini,1,1962,Italy,ITA,1
P-05132,Paolo,Maldini,4,"1990, 1994, 1998, 2002",Italy,ITA,1
P-05132,Paolo,Maldini,4,"1990, 1994, 1998, 2002",Italy,ITA,1
P-05132,Paolo,Maldini,4,"1990, 1994, 1998, 2002",Italy,ITA,1
P-05132,Paolo,Maldini,4,"1990, 1994, 1998, 2002",Italy,ITA,1
P-08443,Benjamin,Maldonado,1,1950,Bolivia,BOL,1
P-06470,Stelios,Malezas,1,2010,Greece,GRC,1
P-07543,Pape,Malick Diop,1,2002,Senegal,SEN,1
P-05575,Robert,Malm,1,2006,Togo,TGO,1
P-04618,Eduard,Malofeyev,1,1966,Soviet Union,SUN,1
P-01809,Florent,Malouda,2,"2006, 2010",France,FRA,1
P-01809,Florent,Malouda,2,"2006, 2010",France,FRA,1
P-07250,Maurice,Malpas,2,"1986, 1990",Scotland,SCO,1
P-07250,Maurice,Malpas,2,"1986, 1990",Scotland,SCO,1
P-09161,Chérif Touré,Mamam,1,2006,Togo,TGO,1
P-08861,Suat,Mamat,1,1954,Turkey,TUR,1
P-09737,Zoran,Mamić,1,1998,Croatia,HRV,1
P-08525,Mana,Mamuwene,1,1974,Zaire,COD,1
P-00749,Aleksei,Mamykin,1,1962,Soviet Union,SUN,1
P-00154,Abdul,Manaf Nurudeen,1,2022,Ghana,GHA,1
P-05537,Roberto,Mancini,1,1990,Italy,ITA,1
P-01697,Alejandro,Mancuso,1,1994,Argentina,ARG,1
P-07333,Steve,Mandanda,3,"2010, 2018, 2022",France,FRA,1
P-07333,Steve,Mandanda,3,"2010, 2018, 2022",France,FRA,1
P-07333,Steve,Mandanda,3,"2010, 2018, 2022",France,FRA,1
P-03836,Sayouba,Mandé,1,2014,Ivory Coast,CIV,1
P-01771,Aïssa,Mandi,1,2014,Algeria,DZA,1
P-07475,Georges,Mandjeck,1,2010,Cameroon,CMR,1
P-00308,Mario,Mandžukić,2,"2014, 2018",Croatia,HRV,1
P-00308,Mario,Mandžukić,2,"2014, 2018",Croatia,HRV,1
P-04275,Sadio,Mané,1,2018,Senegal,SEN,1
P-04233,not applicable,Maneca,1,1950,Brazil,BRA,1
P-03196,Ildo,Maneiro,1,1970,Uruguay,URY,1
P-01303,Lionello,Manfredonia,1,1978,Italy,ITA,1
P-02080,not applicable,Manga,1,1966,Brazil,BRA,1
P-00434,Eliaquim,Mangala,1,2014,France,FRA,1
P-03970,Manfred,Manglitz,1,1970,West Germany,DEU,1
P-00989,Giannis,Maniatis,1,2014,Greece,GRC,1
P-00140,Jorge,Manicera,1,1966,Uruguay,URY,1
P-01070,not applicable,Maniche,1,2006,Portugal,PRT,1
P-03959,Wilf,Mannion,1,1950,England,ENG,1
P-08584,not applicable,Manoelzinho,1,1930,Brazil,BRA,1
P-01233,Kostas,Manolas,1,2014,Greece,GRC,1
P-09318,Stelios,Manolas,1,1994,Greece,GRC,1
P-08696,not applicable,Manolo,1,1990,Spain,ESP,1
P-07238,Nikolai,Manoshin,1,1962,Soviet Union,SUN,1
P-00170,İlhan,Mansız,1,2002,Turkey,TUR,1
P-03881,Mustafa,Mansour,1,1934,Egypt,EGY,1
P-02768,Faouzi,Mansouri,2,"1982, 1986",Algeria,DZA,1
P-02768,Faouzi,Mansouri,2,"1982, 1986",Algeria,DZA,1
P-04522,Yazid,Mansouri,1,2010,Algeria,DZA,1
P-04351,Alireza,Mansourian,1,1998,Iran,IRN,1
P-04858,Arne,Månsson,1,1950,Sweden,SWE,1
P-05342,Kidumu,Mantantu,1,1974,Zaire,COD,1
P-09325,Walter,Mantegazza,1,1974,Uruguay,URY,1
P-03202,not applicable,Mantorras,1,2006,Angola,AGO,1
P-02759,Lav,Mantula,1,1954,Yugoslavia,YUG,1
P-09211,Carlos,Manuel,1,1986,Portugal,PRT,1
P-09899,Garry,Manuel,1,1974,Australia,AUS,1
P-08736,Mauricio,Manzano,1,1970,El Salvador,SLV,1
P-08263,Armando,Manzo,1,1986,Mexico,MEX,1
P-01218,Rodolfo,Manzo,1,1978,Peru,PER,1
P-00858,Julio César,Manzur,1,2006,Paraguay,PRY,1
P-06562,Antonio,Maquilón,1,1930,Peru,PER,1
P-03201,Ramón,Maradiaga,1,1982,Honduras,HND,1
P-05008,Diego,Maradona,4,"1982, 1986, 1990, 1994",Argentina,ARG,1
P-05008,Diego,Maradona,4,"1982, 1986, 1990, 1994",Argentina,ARG,1
P-05008,Diego,Maradona,4,"1982, 1986, 1990, 1994",Argentina,ARG,1
P-05008,Diego,Maradona,4,"1982, 1986, 1990, 1994",Argentina,ARG,1
P-00036,Spiros,Marangos,1,1994,Greece,GRC,1
P-07413,not applicable,Marañón,1,1978,Spain,ESP,1
P-00985,Dimitar,Marashliev,1,1970,Bulgaria,BGR,1
P-09468,Jean-Jacques,Marcel,2,"1954, 1958",France,FRA,1
P-09468,Jean-Jacques,Marcel,2,"1954, 1958",France,FRA,1
P-07139,not applicable,Marcelino,1,1966,Spain,ESP,1
P-08372,not applicable,Marcelino,1,1978,Spain,ESP,1
P-02638,not applicable,Marcelo,2,"2014, 2018",Brazil,BRA,1
P-02638,not applicable,Marcelo,2,"2014, 2018",Brazil,BRA,1
P-07911,Roger,Marche,2,"1954, 1958",France,FRA,1
P-07911,Roger,Marche,2,"1954, 1958",France,FRA,1
P-01521,Luca,Marchegiani,1,1994,Italy,ITA,1
P-00806,Carlos,Marchena,2,"2006, 2010",Spain,ESP,1
P-00806,Carlos,Marchena,2,"2006, 2010",Spain,ESP,1
P-02317,Héctor,Marchena,1,1990,Costa Rica,CRI,1
P-00014,Federico,Marchetti,1,2010,Italy,ITA,1
P-07024,Claudio,Marchisio,2,"2010, 2014",Italy,ITA,1
P-07024,Claudio,Marchisio,2,"2010, 2014",Italy,ITA,1
P-00168,not applicable,Marcos,1,2002,Brazil,BRA,1
P-05252,Rubén,Marcos,1,1966,Chile,CHL,1
P-04801,Martín,Marculeta,1,1934,Spain,ESP,1
P-03919,Pavel,Mareš,1,2006,Czech Republic,CZE,1
P-02120,Xavier,Margairaz,1,2006,Switzerland,CHE,1
P-01942,Javier,Margas,1,1998,Chile,CHL,1
P-08445,Giacomo,Mari,2,"1950, 1954",Italy,ITA,1
P-08445,Giacomo,Mari,2,"1950, 1954",Italy,ITA,1
P-09229,Enver,Marić,1,1974,Yugoslavia,YUG,1
P-01487,Silvio,Marić,1,1998,Croatia,HRV,1
P-04578,Marko,Marin,1,2010,Germany,DEU,1
P-02701,Luis,Marín,2,"2002, 2006",Costa Rica,CRI,1
P-02701,Luis,Marín,2,"2002, 2006",Costa Rica,CRI,1
P-06350,Luis,Marín,1,2010,Chile,CHL,1
P-05294,Rónald,Marín,1,1990,Costa Rica,CRI,1
P-06894,Luis,Marín Sabater,1,1934,Spain,ESP,1
P-02982,Paul,Mariner,1,1982,England,ENG,1
P-01467,Lucian,Marinescu,1,1998,Romania,ROU,1
P-00423,Jair,Marinho,1,1962,Brazil,BRA,1
P-02366,Giampiero,Marini,1,1982,Italy,ITA,1
P-01402,João,Mário,2,"2018, 2022",Portugal,PRT,1
P-01402,João,Mário,2,"2018, 2022",Portugal,PRT,1
P-07235,Salvador,Mariona,1,1970,El Salvador,SLV,1
P-08117,Alberto,Mariotti,1,1962,Argentina,ARG,1
P-08658,Ivan,Mariz,1,1930,Brazil,BRA,1
P-05524,Adam,Marjam,1,1982,Kuwait,KWT,1
P-01890,Blagoje,Marjanović,1,1930,Yugoslavia,YUG,1
P-09330,Eduard,Markarov,1,1966,Soviet Union,SUN,1
P-08904,Imre,Markos,1,1934,Hungary,HUN,1
P-02309,Aleksandar,Markov,1,1986,Bulgaria,BGR,1
P-05894,Plamen,Markov,1,1986,Bulgaria,BGR,1
P-09207,Bozidar,Marković,1,1930,Yugoslavia,YUG,1
P-01727,Vlatko,Marković,1,1962,Yugoslavia,YUG,1
P-06317,Calvin,Marlin,1,2002,South Africa,ZAF,1
P-04162,Karim,Maroc,2,"1982, 1986",Algeria,DZA,1
P-04162,Karim,Maroc,2,"1982, 1986",Algeria,DZA,1
P-07635,Giancarlo,Marocchi,1,1990,Italy,ITA,1
P-01312,Souaibou,Marou,1,2022,Cameroon,CMR,1
P-02060,Rui,Marques,1,2006,Angola,AGO,1
P-03561,Rafael,Márquez,5,"2002, 2006, 2010, 2014, 2018",Mexico,MEX,1
P-03561,Rafael,Márquez,5,"2002, 2006, 2010, 2014, 2018",Mexico,MEX,1
P-03561,Rafael,Márquez,5,"2002, 2006, 2010, 2014, 2018",Mexico,MEX,1
P-03561,Rafael,Márquez,5,"2002, 2006, 2010, 2014, 2018",Mexico,MEX,1
P-03561,Rafael,Márquez,5,"2002, 2006, 2010, 2014, 2018",Mexico,MEX,1
P-02223,not applicable,Marquinhos,2,"2018, 2022",Brazil,BRA,1
P-02223,not applicable,Marquinhos,2,"2018, 2022",Brazil,BRA,1
P-08433,Olaf,Marschall,1,1998,Germany,DEU,1
P-00339,Maurice,Martens,1,1970,Belgium,BEL,1
P-08309,not applicable,Martim,1,1934,Brazil,BRA,1
P-02296,not applicable,Martim,1,1938,Brazil,BRA,1
P-07337,Alvin,Martin,1,1986,England,ENG,1
P-01756,Fred,Martin,1,1954,Scotland,SCO,1
P-02774,Henry,Martín,1,2022,Mexico,MEX,1
P-05120,Gabriel,Martinelli,1,2022,Brazil,BRA,1
P-03565,Joe,Martinelli,1,1934,United States,USA,1
P-06829,Carlos,Martínez,1,2022,Costa Rica,CRI,1
P-09487,Emiliano,Martínez,1,2022,Argentina,ARG,1
P-02854,Eulogio,Martínez,1,1962,Spain,ESP,1
P-09272,Fidel,Martínez,1,2014,Ecuador,ECU,1
P-07453,Gilberto,Martínez,2,"2002, 2006",Costa Rica,CRI,1
P-07453,Gilberto,Martínez,2,"2002, 2006",Costa Rica,CRI,1
P-08156,Jackson,Martínez,1,2014,Colombia,COL,1
P-00851,Javi,Martínez,2,"2010, 2014",Spain,ESP,1
P-00851,Javi,Martínez,2,"2010, 2014",Spain,ESP,1
P-08577,Jesús,Martínez,1,1978,Mexico,MEX,1
P-00824,Juan Ramón,Martínez,1,1970,El Salvador,SLV,1
P-02728,Lautaro,Martínez,1,2022,Argentina,ARG,1
P-04340,Lisandro,Martínez,1,2022,Argentina,ARG,1
P-09388,Mario,Martínez,1,2014,Honduras,HND,1
P-09138,Rony,Martínez,1,2014,Honduras,HND,1
P-01184,Saturnino,Martínez,1,1954,Mexico,MEX,1
P-00977,Sergio,Martínez,1,1990,Uruguay,URY,1
P-08694,Walter,Martínez,1,2010,Honduras,HND,1
P-03602,William,Martínez,3,"1950, 1954, 1962",Uruguay,URY,1
P-03602,William,Martínez,3,"1950, 1954, 1962",Uruguay,URY,1
P-03602,William,Martínez,3,"1950, 1954, 1962",Uruguay,URY,1
P-03621,Gelson,Martins,1,2018,Portugal,PRT,1
P-05476,Joel Antônio,Martins,1,1958,Brazil,BRA,1
P-08098,Jorge,Martins,1,1986,Portugal,PRT,1
P-01622,Obafemi,Martins,1,2010,Nigeria,NGA,1
P-09608,Bruno,Martins Indi,1,2014,Netherlands,NLD,1
P-00999,Alf,Martinsen,1,1938,Norway,NOR,1
P-07013,Győző,Martos,2,"1978, 1982",Hungary,HUN,1
P-07013,Győző,Martos,2,"1978, 1982",Hungary,HUN,1
P-06222,Nigel,Martyn,2,"1998, 2002",England,ENG,1
P-06222,Nigel,Martyn,2,"1998, 2002",England,ENG,1
P-04653,Silvio,Marzolini,2,"1962, 1966",Argentina,ARG,1
P-04653,Silvio,Marzolini,2,"1962, 1966",Argentina,ARG,1
P-04298,Hamdi,Marzouki,1,2002,Tunisia,TUN,1
P-04404,Mubarak,Marzouq,1,1982,Kuwait,KWT,1
P-05614,Oscar,Más,1,1966,Argentina,ARG,1
P-04252,Ahmed,Masbahi,1,1994,Morocco,MAR,1
P-07735,Javier,Mascherano,4,"2006, 2010, 2014, 2018",Argentina,ARG,1
P-07735,Javier,Mascherano,4,"2006, 2010, 2014, 2018",Argentina,ARG,1
P-07735,Javier,Mascherano,4,"2006, 2010, 2014, 2018",Argentina,ARG,1
P-07735,Javier,Mascherano,4,"2006, 2010, 2014, 2018",Argentina,ARG,1
P-02608,Ernesto,Mascheroni,1,1930,Uruguay,URY,1
P-09030,André,Maschinot,1,1930,France,FRA,1
P-06538,Humberto,Maschio,1,1962,Italy,ITA,1
P-00593,Václav,Mašek,1,1962,Czechoslovakia,CSK,1
P-07742,Guido,Masetti,2,"1934, 1938",Italy,ITA,1
P-07742,Guido,Masetti,2,"1934, 1938",Italy,ITA,1
P-00881,Tsepo,Masilela,1,2010,South Africa,ZAF,1
P-08159,Phil,Masinga,1,1998,South Africa,ZAF,1
P-01346,Vladimir,Maslachenko,2,"1958, 1962",Soviet Union,SUN,1
P-01346,Vladimir,Maslachenko,2,"1958, 1962",Soviet Union,SUN,1
P-03397,Anatoli,Maslyonkin,2,"1958, 1962",Soviet Union,SUN,1
P-03397,Anatoli,Maslyonkin,2,"1958, 1962",Soviet Union,SUN,1
P-05814,Juan Carlos,Masnik,1,1974,Uruguay,URY,1
P-00322,Marián,Masný,1,1982,Czechoslovakia,CSK,1
P-08855,Josef,Masopust,2,"1958, 1962",Czechoslovakia,CSK,1
P-08855,Josef,Masopust,2,"1958, 1962",Czechoslovakia,CSK,1
P-01977,Roque,Máspoli,2,"1950, 1954",Uruguay,URY,1
P-01977,Roque,Máspoli,2,"1950, 1954",Uruguay,URY,1
P-03778,Mohammad,Massad,1,2006,Saudi Arabia,SAU,1
P-02984,Kilasu,Massamba,1,1974,Zaire,COD,1
P-03525,Daniele,Massaro,2,"1982, 1994",Italy,ITA,1
P-03525,Daniele,Massaro,2,"1982, 1994",Italy,ITA,1
P-09698,Benjamin,Massing,1,1990,Cameroon,CMR,1
P-09846,Don,Masson,1,1978,Scotland,SCO,1
P-07912,Pablo,Mastroeni,2,"2002, 2006",United States,USA,1
P-07912,Pablo,Mastroeni,2,"2002, 2006",United States,USA,1
P-08502,Zygmunt,Maszczyk,1,1974,Poland,POL,1
P-00522,Bohdan,Masztaler,1,1978,Poland,POL,1
P-06031,Juan,Mata,2,"2010, 2014",Spain,ESP,1
P-06031,Juan,Mata,2,"2010, 2014",Spain,ESP,1
P-02941,Rónald,Matarrita,1,2022,Costa Rica,CRI,1
P-07407,Tim,Matavž,1,2010,Slovenia,SVN,1
P-08313,Marco,Materazzi,2,"2002, 2006",Italy,ITA,1
P-08313,Marco,Materazzi,2,"2002, 2006",Italy,ITA,1
P-07390,not applicable,Mateus,1,2006,Angola,AGO,1
P-09828,Dorin,Mateuț,1,1990,Romania,ROU,1
P-00345,David,Mathers,1,1954,Scotland,SCO,1
P-09333,Imre,Mathesz,1,1966,Hungary,HUN,1
P-01291,Joris,Mathijsen,2,"2006, 2010",Netherlands,NLD,1
P-01291,Joris,Mathijsen,2,"2006, 2010",Netherlands,NLD,1
P-04810,Clint,Mathis,1,2002,United States,USA,1
P-01121,Roger,Mathis,1,1954,Switzerland,CHE,1
P-01882,Aymen,Mathlouthi,2,"2018, 2022",Tunisia,TUN,1
P-01882,Aymen,Mathlouthi,2,"2018, 2022",Tunisia,TUN,1
P-04283,Nemanja,Matić,1,2018,Serbia,SRB,1
P-00397,Joël,Matip,2,"2010, 2014",Cameroon,CMR,1
P-00397,Joël,Matip,2,"2010, 2014",Cameroon,CMR,1
P-09490,Karim,Matmour,1,2010,Algeria,DZA,1
P-07507,Roberto,Matosas,1,1970,Uruguay,URY,1
P-02610,Sándor,Mátrai,3,"1958, 1962, 1966",Hungary,HUN,1
P-02610,Sándor,Mátrai,3,"1958, 1962, 1966",Hungary,HUN,1
P-02610,Sándor,Mátrai,3,"1958, 1962, 1966",Hungary,HUN,1
P-00129,Naoki,Matsuda,1,2002,Japan,JPN,1
P-07398,Daisuke,Matsui,1,2010,Japan,JPN,1
P-09502,Lothar,Matthäus,5,"1982, 1986, 1990, 1994, 1998",West Germany,DEU,1
P-09502,Lothar,Matthäus,5,"1982, 1986, 1990, 1994, 1998",West Germany,DEU,1
P-09502,Lothar,Matthäus,5,"1982, 1986, 1990, 1994, 1998",West Germany,DEU,1
P-09502,Lothar,Matthäus,5,"1982, 1986, 1990, 1994, 1998",Germany,DEU,1
P-09502,Lothar,Matthäus,5,"1982, 1986, 1990, 1994, 1998",Germany,DEU,1
P-02105,Stanley,Matthews,2,"1950, 1954",England,ENG,1
P-02105,Stanley,Matthews,2,"1950, 1954",England,ENG,1
P-09404,Étienne,Mattler,3,"1930, 1934, 1938",France,FRA,1
P-09404,Étienne,Mattler,3,"1930, 1934, 1938",France,FRA,1
P-09404,Étienne,Mattler,3,"1930, 1934, 1938",France,FRA,1
P-06667,Carlo,Mattrel,1,1962,Italy,ITA,1
P-01970,Blaise,Matuidi,2,"2014, 2018",France,FRA,1
P-01970,Blaise,Matuidi,2,"2014, 2018",France,FRA,1
P-08685,Željko,Matuš,1,1962,Yugoslavia,YUG,1
P-09557,Adam,Matysek,1,2002,Poland,POL,1
P-09262,Waldemar,Matysik,2,"1982, 1986",Poland,POL,1
P-09262,Waldemar,Matysik,2,"1982, 1986",Poland,POL,1
P-04674,not applicable,Maurinho,1,1954,Brazil,BRA,1
P-00374,Marcel,Mauron,1,1954,Switzerland,CHE,1
P-05494,Bahram,Mavaddat,1,1978,Iran,IRN,1
P-04867,Matej,Mavrič,1,2010,Slovenia,SVN,1
P-09340,Rio,Mavuba,1,2014,France,FRA,1
P-03325,not applicable,Maxwell,1,2014,Brazil,BRA,1
P-03866,Luis,Mayanés,1,1950,Chile,CHL,1
P-04111,Ramón,Mayeregger,1,1958,Paraguay,PRY,1
P-08746,Abdullah,Mayouf,1,1982,Kuwait,KWT,1
P-01004,Mohammad Rashid,Mazaheri,1,2018,Iran,IRN,1
P-09523,not applicable,Mazinho,2,"1990, 1994",Brazil,BRA,1
P-09523,not applicable,Mazinho,2,"1990, 1994",Brazil,BRA,1
P-07286,Noussair,Mazraoui,1,2022,Morocco,MAR,1
P-03719,Włodzimierz,Mazur,1,1978,Poland,POL,1
P-02729,Ladislao,Mazurkiewicz,3,"1966, 1970, 1974",Uruguay,URY,1
P-02729,Ladislao,Mazurkiewicz,3,"1966, 1970, 1974",Uruguay,URY,1
P-02729,Ladislao,Mazurkiewicz,3,"1966, 1970, 1974",Uruguay,URY,1
P-04239,Sandro,Mazzola,3,"1966, 1970, 1974",Italy,ITA,1
P-04239,Sandro,Mazzola,3,"1966, 1970, 1974",Italy,ITA,1
P-04239,Sandro,Mazzola,3,"1966, 1970, 1974",Italy,ITA,1
P-06724,Olivier,Mbaizo,1,2022,Cameroon,CMR,1
P-06978,Kylian,Mbappé,2,"2018, 2022",France,FRA,1
P-06978,Kylian,Mbappé,2,"2018, 2022",France,FRA,1
P-05183,Adama,Mbengue,1,2018,Senegal,SEN,1
P-09232,Bryan,Mbeumo,1,2022,Cameroon,CMR,1
P-09039,Stéphane,Mbia,2,"2010, 2014",Cameroon,CMR,1
P-09039,Stéphane,Mbia,2,"2010, 2014",Cameroon,CMR,1
P-01197,Kara,Mbodji,1,2018,Senegal,SEN,1
P-05868,Émile,Mbouh,2,"1990, 1994",Cameroon,CMR,1
P-05868,Émile,Mbouh,2,"1990, 1994",Cameroon,CMR,1
P-02380,Gary,McAllister,1,1990,Scotland,SCO,1
P-09507,Jason,McAteer,2,"1994, 2002",Republic of Ireland,IRL,1
P-09507,Jason,McAteer,2,"1994, 2002",Republic of Ireland,IRL,1
P-05023,Frank,McAvennie,1,1986,Scotland,SCO,1
P-02869,Brian,McBride,3,"1998, 2002, 2006",United States,USA,1
P-02869,Brian,McBride,3,"1998, 2002, 2006",United States,USA,1
P-02869,Brian,McBride,3,"1998, 2002, 2006",United States,USA,1
P-03879,Stuart,McCall,1,1990,Scotland,SCO,1
P-05905,Benni,McCarthy,2,"1998, 2002",South Africa,ZAF,1
P-05905,Benni,McCarthy,2,"1998, 2002",South Africa,ZAF,1
P-00372,Mick,McCarthy,1,1990,Republic of Ireland,IRL,1
P-08749,John,McClelland,2,"1982, 1986",Northern Ireland,NIR,1
P-08749,John,McClelland,2,"1982, 1986",Northern Ireland,NIR,1
P-04849,Billy,McClure,1,1982,New Zealand,NZL,1
P-04396,Ally,McCoist,1,1990,Scotland,SCO,1
P-00693,Ian,McColl,1,1958,Scotland,SCO,1
P-09083,David,McCreery,2,"1982, 1986",Northern Ireland,NIR,1
P-09083,David,McCreery,2,"1982, 1986",Northern Ireland,NIR,1
P-01387,Sammy,McCrory,1,1958,Northern Ireland,NIR,1
P-07309,Terry,McDermott,1,1982,England,ENG,1
P-04685,Alan,McDonald,1,1986,Northern Ireland,NIR,1
P-05072,Colin,McDonald,1,1958,England,ENG,1
P-06164,Bill,McGarry,1,1954,England,ENG,1
P-04768,Bart,McGhee,1,1930,United States,USA,1
P-02802,Michael,McGlinchey,1,2010,New Zealand,NZL,1
P-01714,Eddie,McGoldrick,1,1994,Republic of Ireland,IRL,1
P-09554,Ryan,McGowan,1,2014,Australia,AUS,1
P-05271,Danny,McGrain,2,"1974, 1982",Scotland,SCO,1
P-05271,Danny,McGrain,2,"1974, 1982",Scotland,SCO,1
P-01508,Paul,McGrath,2,"1990, 1994",Republic of Ireland,IRL,1
P-01508,Paul,McGrath,2,"1990, 1994",Republic of Ireland,IRL,1
P-08146,Riley,McGree,1,2022,Australia,AUS,1
P-01488,Jimmy,McIlroy,1,1958,Northern Ireland,NIR,1
P-02965,Sammy,McIlroy,2,"1982, 1986",Northern Ireland,NIR,1
P-02965,Sammy,McIlroy,2,"1982, 1986",Northern Ireland,NIR,1
P-00406,Ed,McIlvenny,1,1950,United States,USA,1
P-01996,Alan,McInally,1,1990,Scotland,SCO,1
P-07852,Matt,McKay,1,2014,Australia,AUS,1
P-03567,Weston,McKennie,1,2022,United States,USA,1
P-09052,Stewart,McKimmie,1,1990,Scotland,SCO,1
P-05407,Billy,McKinlay,1,1998,Scotland,SCO,1
P-08194,Tosh,McKinlay,1,1998,Scotland,SCO,1
P-09472,Willie,McLean,1,1934,United States,USA,1
P-02455,Alex,McLeish,3,"1982, 1986, 1990",Scotland,SCO,1
P-02455,Alex,McLeish,3,"1982, 1986, 1990",Scotland,SCO,1
P-02455,Alex,McLeish,3,"1982, 1986, 1990",Scotland,SCO,1
P-02265,Alan,McLoughlin,2,"1990, 1994",Republic of Ireland,IRL,1
P-02265,Alan,McLoughlin,2,"1990, 1994",Republic of Ireland,IRL,1
P-08142,Steve,McMahon,1,1990,England,ENG,1
